summariser,condition,task_name,scorer,count,mean,std,median,min,max,std_error,ci_lower,ci_upper
claude-3-7-sonnet-20250219,lens_ap,task_1,claude-3-7-sonnet-20250219,9,7.778,1.093,8.0,6.0,9.0,0.364,7.064,8.492
claude-3-7-sonnet-20250219,lens_ap,task_1,deepseek-reasoner,9,7.222,1.093,7.0,6.0,9.0,0.364,6.508,7.936
claude-3-7-sonnet-20250219,lens_ap,task_1,o3-mini-2025-01-31,9,8.556,0.726,8.0,8.0,10.0,0.242,8.081,9.03
claude-3-7-sonnet-20250219,lens_ap,task_2_1,claude-3-7-sonnet-20250219,9,5.333,1.323,5.0,4.0,7.0,0.441,4.469,6.198
claude-3-7-sonnet-20250219,lens_ap,task_2_1,deepseek-reasoner,9,4.556,1.13,5.0,3.0,6.0,0.377,3.817,5.294
claude-3-7-sonnet-20250219,lens_ap,task_2_1,o3-mini-2025-01-31,9,5.0,0.866,5.0,4.0,6.0,0.289,4.434,5.566
claude-3-7-sonnet-20250219,lens_ap,task_2_2,claude-3-7-sonnet-20250219,9,5.222,1.481,5.0,3.0,7.0,0.494,4.254,6.19
claude-3-7-sonnet-20250219,lens_ap,task_2_2,deepseek-reasoner,9,5.333,1.118,6.0,4.0,7.0,0.373,4.603,6.064
claude-3-7-sonnet-20250219,lens_ap,task_2_2,o3-mini-2025-01-31,9,5.111,0.333,5.0,5.0,6.0,0.111,4.893,5.329
claude-3-7-sonnet-20250219,lens_ap,task_3,claude-3-7-sonnet-20250219,9,7.333,1.118,8.0,6.0,9.0,0.373,6.603,8.064
claude-3-7-sonnet-20250219,lens_ap,task_3,deepseek-reasoner,9,8.667,0.5,9.0,8.0,9.0,0.167,8.34,8.993
claude-3-7-sonnet-20250219,lens_ap,task_3,o3-mini-2025-01-31,9,9.222,0.833,9.0,8.0,10.0,0.278,8.678,9.767
claude-3-7-sonnet-20250219,lens_ap_global,task_1,claude-3-7-sonnet-20250219,9,7.222,0.441,7.0,7.0,8.0,0.147,6.934,7.51
claude-3-7-sonnet-20250219,lens_ap_global,task_1,deepseek-reasoner,9,7.111,1.269,7.0,5.0,9.0,0.423,6.282,7.94
claude-3-7-sonnet-20250219,lens_ap_global,task_1,o3-mini-2025-01-31,9,8.444,0.527,8.0,8.0,9.0,0.176,8.1,8.789
claude-3-7-sonnet-20250219,lens_ap_global,task_2_1,claude-3-7-sonnet-20250219,9,4.667,1.803,4.0,3.0,7.0,0.601,3.489,5.844
claude-3-7-sonnet-20250219,lens_ap_global,task_2_1,deepseek-reasoner,9,4.333,0.866,4.0,3.0,6.0,0.289,3.768,4.899
claude-3-7-sonnet-20250219,lens_ap_global,task_2_1,o3-mini-2025-01-31,9,5.0,0.866,5.0,4.0,6.0,0.289,4.434,5.566
claude-3-7-sonnet-20250219,lens_ap_global,task_2_2,claude-3-7-sonnet-20250219,9,4.889,1.616,4.0,3.0,7.0,0.539,3.833,5.945
claude-3-7-sonnet-20250219,lens_ap_global,task_2_2,deepseek-reasoner,9,4.778,1.202,5.0,3.0,6.0,0.401,3.993,5.563
claude-3-7-sonnet-20250219,lens_ap_global,task_2_2,o3-mini-2025-01-31,9,5.778,0.972,6.0,4.0,7.0,0.324,5.143,6.413
claude-3-7-sonnet-20250219,lens_ap_global,task_3,claude-3-7-sonnet-20250219,9,6.222,1.481,7.0,4.0,8.0,0.494,5.254,7.19
claude-3-7-sonnet-20250219,lens_ap_global,task_3,deepseek-reasoner,9,8.222,0.667,8.0,7.0,9.0,0.222,7.787,8.658
claude-3-7-sonnet-20250219,lens_ap_global,task_3,o3-mini-2025-01-31,9,7.667,2.121,9.0,4.0,10.0,0.707,6.281,9.053
claude-3-7-sonnet-20250219,lens_ap_global_local,task_1,claude-3-7-sonnet-20250219,9,7.111,0.601,7.0,6.0,8.0,0.2,6.719,7.504
claude-3-7-sonnet-20250219,lens_ap_global_local,task_1,deepseek-reasoner,9,7.667,0.866,7.0,7.0,9.0,0.289,7.101,8.232
claude-3-7-sonnet-20250219,lens_ap_global_local,task_1,o3-mini-2025-01-31,9,8.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0
claude-3-7-sonnet-20250219,lens_ap_global_local,task_2_1,claude-3-7-sonnet-20250219,9,6.222,1.093,7.0,4.0,7.0,0.364,5.508,6.936
claude-3-7-sonnet-20250219,lens_ap_global_local,task_2_1,deepseek-reasoner,9,5.444,1.014,6.0,4.0,7.0,0.338,4.782,6.107
claude-3-7-sonnet-20250219,lens_ap_global_local,task_2_1,o3-mini-2025-01-31,9,4.667,1.323,4.0,3.0,7.0,0.441,3.802,5.531
claude-3-7-sonnet-20250219,lens_ap_global_local,task_2_2,claude-3-7-sonnet-20250219,9,5.667,2.0,7.0,3.0,7.0,0.667,4.36,6.973
claude-3-7-sonnet-20250219,lens_ap_global_local,task_2_2,deepseek-reasoner,9,6.556,1.424,6.0,5.0,9.0,0.475,5.625,7.486
claude-3-7-sonnet-20250219,lens_ap_global_local,task_2_2,o3-mini-2025-01-31,9,4.889,1.364,5.0,3.0,7.0,0.455,3.998,5.78
claude-3-7-sonnet-20250219,lens_ap_global_local,task_3,claude-3-7-sonnet-20250219,9,7.111,1.453,6.0,6.0,9.0,0.484,6.162,8.06
claude-3-7-sonnet-20250219,lens_ap_global_local,task_3,deepseek-reasoner,9,8.222,1.093,9.0,6.0,9.0,0.364,7.508,8.936
claude-3-7-sonnet-20250219,lens_ap_global_local,task_3,o3-mini-2025-01-31,9,7.778,0.972,8.0,6.0,9.0,0.324,7.143,8.413
claude-3-7-sonnet-20250219,lens_ap_local,task_1,claude-3-7-sonnet-20250219,9,7.667,0.866,7.0,7.0,9.0,0.289,7.101,8.232
claude-3-7-sonnet-20250219,lens_ap_local,task_1,deepseek-reasoner,9,7.111,0.928,7.0,6.0,9.0,0.309,6.505,7.717
claude-3-7-sonnet-20250219,lens_ap_local,task_1,o3-mini-2025-01-31,9,8.333,0.5,8.0,8.0,9.0,0.167,8.007,8.66
claude-3-7-sonnet-20250219,lens_ap_local,task_2_1,claude-3-7-sonnet-20250219,9,6.0,2.062,7.0,3.0,8.0,0.687,4.653,7.347
claude-3-7-sonnet-20250219,lens_ap_local,task_2_1,deepseek-reasoner,9,5.111,2.261,4.0,3.0,9.0,0.754,3.634,6.588
claude-3-7-sonnet-20250219,lens_ap_local,task_2_1,o3-mini-2025-01-31,9,4.444,1.014,5.0,3.0,6.0,0.338,3.782,5.107
claude-3-7-sonnet-20250219,lens_ap_local,task_2_2,claude-3-7-sonnet-20250219,9,6.222,0.972,6.0,4.0,7.0,0.324,5.587,6.857
claude-3-7-sonnet-20250219,lens_ap_local,task_2_2,deepseek-reasoner,9,4.889,1.616,4.0,3.0,7.0,0.539,3.833,5.945
claude-3-7-sonnet-20250219,lens_ap_local,task_2_2,o3-mini-2025-01-31,9,3.889,0.782,4.0,3.0,5.0,0.261,3.378,4.4
claude-3-7-sonnet-20250219,lens_ap_local,task_3,claude-3-7-sonnet-20250219,9,5.889,1.364,6.0,4.0,8.0,0.455,4.998,6.78
claude-3-7-sonnet-20250219,lens_ap_local,task_3,deepseek-reasoner,9,7.111,2.667,8.0,2.0,9.0,0.889,5.369,8.853
claude-3-7-sonnet-20250219,lens_ap_local,task_3,o3-mini-2025-01-31,9,7.889,1.616,8.0,4.0,10.0,0.539,6.833,8.945
claude-3-7-sonnet-20250219,lens_np,task_1,claude-3-7-sonnet-20250219,9,6.111,0.333,6.0,6.0,7.0,0.111,5.893,6.329
claude-3-7-sonnet-20250219,lens_np,task_1,deepseek-reasoner,9,5.556,1.667,6.0,3.0,8.0,0.556,4.467,6.644
claude-3-7-sonnet-20250219,lens_np,task_1,o3-mini-2025-01-31,9,6.333,0.866,6.0,5.0,8.0,0.289,5.768,6.899
claude-3-7-sonnet-20250219,lens_np,task_2_1,claude-3-7-sonnet-20250219,9,6.222,0.667,6.0,5.0,7.0,0.222,5.787,6.658
claude-3-7-sonnet-20250219,lens_np,task_2_1,deepseek-reasoner,9,4.778,1.394,5.0,3.0,7.0,0.465,3.867,5.689
claude-3-7-sonnet-20250219,lens_np,task_2_1,o3-mini-2025-01-31,9,5.333,0.866,5.0,4.0,7.0,0.289,4.768,5.899
claude-3-7-sonnet-20250219,lens_np,task_2_2,claude-3-7-sonnet-20250219,9,6.444,0.527,6.0,6.0,7.0,0.176,6.1,6.789
claude-3-7-sonnet-20250219,lens_np,task_2_2,deepseek-reasoner,9,5.222,1.856,5.0,3.0,8.0,0.619,4.01,6.435
claude-3-7-sonnet-20250219,lens_np,task_2_2,o3-mini-2025-01-31,9,4.0,0.866,4.0,3.0,5.0,0.289,3.434,4.566
claude-3-7-sonnet-20250219,lens_np,task_3,claude-3-7-sonnet-20250219,9,7.333,0.707,7.0,6.0,8.0,0.236,6.871,7.795
claude-3-7-sonnet-20250219,lens_np,task_3,deepseek-reasoner,9,8.556,0.527,9.0,8.0,9.0,0.176,8.211,8.9
claude-3-7-sonnet-20250219,lens_np,task_3,o3-mini-2025-01-31,9,9.0,0.707,9.0,8.0,10.0,0.236,8.538,9.462
claude-3-7-sonnet-20250219,lens_np_global,task_1,claude-3-7-sonnet-20250219,9,6.0,1.225,6.0,4.0,7.0,0.408,5.2,6.8
claude-3-7-sonnet-20250219,lens_np_global,task_1,deepseek-reasoner,9,6.222,0.441,6.0,6.0,7.0,0.147,5.934,6.51
claude-3-7-sonnet-20250219,lens_np_global,task_1,o3-mini-2025-01-31,9,8.0,0.707,8.0,7.0,9.0,0.236,7.538,8.462
claude-3-7-sonnet-20250219,lens_np_global,task_2_1,claude-3-7-sonnet-20250219,9,5.889,0.601,6.0,5.0,7.0,0.2,5.496,6.281
claude-3-7-sonnet-20250219,lens_np_global,task_2_1,deepseek-reasoner,9,5.667,1.581,6.0,3.0,7.0,0.527,4.634,6.7
claude-3-7-sonnet-20250219,lens_np_global,task_2_1,o3-mini-2025-01-31,9,4.889,1.054,5.0,4.0,7.0,0.351,4.2,5.578
claude-3-7-sonnet-20250219,lens_np_global,task_2_2,claude-3-7-sonnet-20250219,9,6.0,0.707,6.0,5.0,7.0,0.236,5.538,6.462
claude-3-7-sonnet-20250219,lens_np_global,task_2_2,deepseek-reasoner,9,5.333,1.323,5.0,3.0,7.0,0.441,4.469,6.198
claude-3-7-sonnet-20250219,lens_np_global,task_2_2,o3-mini-2025-01-31,9,4.889,0.928,5.0,3.0,6.0,0.309,4.283,5.495
claude-3-7-sonnet-20250219,lens_np_global,task_3,claude-3-7-sonnet-20250219,9,8.111,0.601,8.0,7.0,9.0,0.2,7.719,8.504
claude-3-7-sonnet-20250219,lens_np_global,task_3,deepseek-reasoner,9,8.667,0.5,9.0,8.0,9.0,0.167,8.34,8.993
claude-3-7-sonnet-20250219,lens_np_global,task_3,o3-mini-2025-01-31,9,9.556,0.527,10.0,9.0,10.0,0.176,9.211,9.9
claude-3-7-sonnet-20250219,lens_np_global_local,task_1,claude-3-7-sonnet-20250219,9,7.444,0.527,7.0,7.0,8.0,0.176,7.1,7.789
claude-3-7-sonnet-20250219,lens_np_global_local,task_1,deepseek-reasoner,9,7.333,0.707,7.0,6.0,8.0,0.236,6.871,7.795
claude-3-7-sonnet-20250219,lens_np_global_local,task_1,o3-mini-2025-01-31,9,8.111,0.333,8.0,8.0,9.0,0.111,7.893,8.329
claude-3-7-sonnet-20250219,lens_np_global_local,task_2_1,claude-3-7-sonnet-20250219,9,6.111,1.764,6.0,4.0,8.0,0.588,4.959,7.263
claude-3-7-sonnet-20250219,lens_np_global_local,task_2_1,deepseek-reasoner,9,6.556,0.726,6.0,6.0,8.0,0.242,6.081,7.03
claude-3-7-sonnet-20250219,lens_np_global_local,task_2_1,o3-mini-2025-01-31,9,6.0,1.5,5.0,5.0,8.0,0.5,5.02,6.98
claude-3-7-sonnet-20250219,lens_np_global_local,task_2_2,claude-3-7-sonnet-20250219,9,6.667,1.732,7.0,4.0,9.0,0.577,5.535,7.798
claude-3-7-sonnet-20250219,lens_np_global_local,task_2_2,deepseek-reasoner,9,6.444,1.333,7.0,4.0,8.0,0.444,5.573,7.316
claude-3-7-sonnet-20250219,lens_np_global_local,task_2_2,o3-mini-2025-01-31,9,5.444,1.59,6.0,3.0,8.0,0.53,4.406,6.483
claude-3-7-sonnet-20250219,lens_np_global_local,task_3,claude-3-7-sonnet-20250219,9,8.111,0.782,8.0,7.0,9.0,0.261,7.6,8.622
claude-3-7-sonnet-20250219,lens_np_global_local,task_3,deepseek-reasoner,9,8.778,0.441,9.0,8.0,9.0,0.147,8.49,9.066
claude-3-7-sonnet-20250219,lens_np_global_local,task_3,o3-mini-2025-01-31,9,9.0,0.5,9.0,8.0,10.0,0.167,8.673,9.327
claude-3-7-sonnet-20250219,lens_np_local,task_1,claude-3-7-sonnet-20250219,9,7.333,0.707,7.0,7.0,9.0,0.236,6.871,7.795
claude-3-7-sonnet-20250219,lens_np_local,task_1,deepseek-reasoner,9,6.556,1.13,7.0,4.0,8.0,0.377,5.817,7.294
claude-3-7-sonnet-20250219,lens_np_local,task_1,o3-mini-2025-01-31,9,7.778,0.667,8.0,6.0,8.0,0.222,7.342,8.213
claude-3-7-sonnet-20250219,lens_np_local,task_2_1,claude-3-7-sonnet-20250219,9,4.222,1.641,3.0,3.0,7.0,0.547,3.15,5.295
claude-3-7-sonnet-20250219,lens_np_local,task_2_1,deepseek-reasoner,9,4.444,1.424,4.0,3.0,7.0,0.475,3.514,5.375
claude-3-7-sonnet-20250219,lens_np_local,task_2_1,o3-mini-2025-01-31,9,4.222,1.302,4.0,3.0,7.0,0.434,3.372,5.073
claude-3-7-sonnet-20250219,lens_np_local,task_2_2,claude-3-7-sonnet-20250219,9,5.222,1.481,4.0,4.0,7.0,0.494,4.254,6.19
claude-3-7-sonnet-20250219,lens_np_local,task_2_2,deepseek-reasoner,9,5.111,1.269,5.0,3.0,7.0,0.423,4.282,5.94
claude-3-7-sonnet-20250219,lens_np_local,task_2_2,o3-mini-2025-01-31,9,4.333,1.5,4.0,3.0,7.0,0.5,3.353,5.313
claude-3-7-sonnet-20250219,lens_np_local,task_3,claude-3-7-sonnet-20250219,9,7.556,1.13,7.0,6.0,9.0,0.377,6.817,8.294
claude-3-7-sonnet-20250219,lens_np_local,task_3,deepseek-reasoner,9,8.778,0.441,9.0,8.0,9.0,0.147,8.49,9.066
claude-3-7-sonnet-20250219,lens_np_local,task_3,o3-mini-2025-01-31,9,8.778,0.667,9.0,8.0,10.0,0.222,8.342,9.213
claude-3-7-sonnet-20250219,lens_single_cm,task_1,claude-3-7-sonnet-20250219,9,6.556,1.667,6.0,5.0,9.0,0.556,5.467,7.644
claude-3-7-sonnet-20250219,lens_single_cm,task_1,deepseek-reasoner,9,6.444,1.13,6.0,5.0,8.0,0.377,5.706,7.183
claude-3-7-sonnet-20250219,lens_single_cm,task_1,o3-mini-2025-01-31,9,6.778,1.787,8.0,3.0,8.0,0.596,5.61,7.945
claude-3-7-sonnet-20250219,lens_single_cm,task_2_1,claude-3-7-sonnet-20250219,9,4.778,1.716,4.0,3.0,7.0,0.572,3.657,5.899
claude-3-7-sonnet-20250219,lens_single_cm,task_2_1,deepseek-reasoner,9,3.889,0.928,4.0,3.0,5.0,0.309,3.283,4.495
claude-3-7-sonnet-20250219,lens_single_cm,task_2_1,o3-mini-2025-01-31,9,3.333,0.707,3.0,3.0,5.0,0.236,2.871,3.795
claude-3-7-sonnet-20250219,lens_single_cm,task_2_2,claude-3-7-sonnet-20250219,9,4.778,1.481,4.0,3.0,7.0,0.494,3.81,5.746
claude-3-7-sonnet-20250219,lens_single_cm,task_2_2,deepseek-reasoner,9,3.889,0.601,4.0,3.0,5.0,0.2,3.496,4.281
claude-3-7-sonnet-20250219,lens_single_cm,task_2_2,o3-mini-2025-01-31,9,3.778,0.833,4.0,3.0,5.0,0.278,3.233,4.322
claude-3-7-sonnet-20250219,lens_single_cm,task_3,claude-3-7-sonnet-20250219,9,6.667,0.5,7.0,6.0,7.0,0.167,6.34,6.993
claude-3-7-sonnet-20250219,lens_single_cm,task_3,deepseek-reasoner,9,8.333,0.707,8.0,7.0,9.0,0.236,7.871,8.795
claude-3-7-sonnet-20250219,lens_single_cm,task_3,o3-mini-2025-01-31,9,8.0,1.5,9.0,5.0,9.0,0.5,7.02,8.98
claude-3-7-sonnet-20250219,lens_two_cm,task_1,claude-3-7-sonnet-20250219,9,7.333,0.707,7.0,6.0,8.0,0.236,6.871,7.795
claude-3-7-sonnet-20250219,lens_two_cm,task_1,deepseek-reasoner,9,6.889,0.782,7.0,6.0,8.0,0.261,6.378,7.4
claude-3-7-sonnet-20250219,lens_two_cm,task_1,o3-mini-2025-01-31,9,7.889,0.928,8.0,6.0,9.0,0.309,7.283,8.495
claude-3-7-sonnet-20250219,lens_two_cm,task_2_1,claude-3-7-sonnet-20250219,9,6.667,0.5,7.0,6.0,7.0,0.167,6.34,6.993
claude-3-7-sonnet-20250219,lens_two_cm,task_2_1,deepseek-reasoner,9,5.333,0.866,5.0,4.0,7.0,0.289,4.768,5.899
claude-3-7-sonnet-20250219,lens_two_cm,task_2_1,o3-mini-2025-01-31,9,5.0,0.866,5.0,4.0,6.0,0.289,4.434,5.566
claude-3-7-sonnet-20250219,lens_two_cm,task_2_2,claude-3-7-sonnet-20250219,9,6.333,0.707,6.0,5.0,7.0,0.236,5.871,6.795
claude-3-7-sonnet-20250219,lens_two_cm,task_2_2,deepseek-reasoner,9,5.222,0.833,5.0,4.0,6.0,0.278,4.678,5.767
claude-3-7-sonnet-20250219,lens_two_cm,task_2_2,o3-mini-2025-01-31,9,4.889,1.054,5.0,4.0,7.0,0.351,4.2,5.578
claude-3-7-sonnet-20250219,lens_two_cm,task_3,claude-3-7-sonnet-20250219,9,8.222,0.833,8.0,7.0,9.0,0.278,7.678,8.767
claude-3-7-sonnet-20250219,lens_two_cm,task_3,deepseek-reasoner,9,8.778,0.441,9.0,8.0,9.0,0.147,8.49,9.066
claude-3-7-sonnet-20250219,lens_two_cm,task_3,o3-mini-2025-01-31,9,9.556,0.527,10.0,9.0,10.0,0.176,9.211,9.9
claude-3-7-sonnet-20250219,rm_ap,task_1,claude-3-7-sonnet-20250219,9,6.667,0.5,7.0,6.0,7.0,0.167,6.34,6.993
claude-3-7-sonnet-20250219,rm_ap,task_1,deepseek-reasoner,9,4.556,1.509,4.0,3.0,7.0,0.503,3.57,5.542
claude-3-7-sonnet-20250219,rm_ap,task_1,o3-mini-2025-01-31,9,4.222,0.972,5.0,3.0,5.0,0.324,3.587,4.857
claude-3-7-sonnet-20250219,rm_ap,task_2_1,claude-3-7-sonnet-20250219,9,4.111,0.333,4.0,4.0,5.0,0.111,3.893,4.329
claude-3-7-sonnet-20250219,rm_ap,task_2_1,deepseek-reasoner,9,3.111,1.054,3.0,2.0,5.0,0.351,2.422,3.8
claude-3-7-sonnet-20250219,rm_ap,task_2_1,o3-mini-2025-01-31,9,3.667,0.707,4.0,3.0,5.0,0.236,3.205,4.129
claude-3-7-sonnet-20250219,rm_ap,task_2_2,claude-3-7-sonnet-20250219,9,4.111,0.333,4.0,4.0,5.0,0.111,3.893,4.329
claude-3-7-sonnet-20250219,rm_ap,task_2_2,deepseek-reasoner,9,3.333,0.5,3.0,3.0,4.0,0.167,3.007,3.66
claude-3-7-sonnet-20250219,rm_ap,task_2_2,o3-mini-2025-01-31,9,3.222,0.441,3.0,3.0,4.0,0.147,2.934,3.51
claude-3-7-sonnet-20250219,rm_ap,task_3,claude-3-7-sonnet-20250219,9,7.0,1.581,7.0,4.0,9.0,0.527,5.967,8.033
claude-3-7-sonnet-20250219,rm_ap,task_3,deepseek-reasoner,9,8.889,0.333,9.0,8.0,9.0,0.111,8.671,9.107
claude-3-7-sonnet-20250219,rm_ap,task_3,o3-mini-2025-01-31,9,5.556,0.882,6.0,4.0,7.0,0.294,4.979,6.132
claude-3-7-sonnet-20250219,rm_global,task_1,claude-3-7-sonnet-20250219,9,7.222,0.667,7.0,7.0,9.0,0.222,6.787,7.658
claude-3-7-sonnet-20250219,rm_global,task_1,deepseek-reasoner,9,7.222,0.833,7.0,6.0,8.0,0.278,6.678,7.767
claude-3-7-sonnet-20250219,rm_global,task_1,o3-mini-2025-01-31,9,8.667,0.5,9.0,8.0,9.0,0.167,8.34,8.993
claude-3-7-sonnet-20250219,rm_global,task_2_1,claude-3-7-sonnet-20250219,9,4.333,1.118,4.0,3.0,6.0,0.373,3.603,5.064
claude-3-7-sonnet-20250219,rm_global,task_2_1,deepseek-reasoner,9,5.778,1.563,6.0,3.0,8.0,0.521,4.756,6.799
claude-3-7-sonnet-20250219,rm_global,task_2_1,o3-mini-2025-01-31,9,5.444,0.882,5.0,4.0,7.0,0.294,4.868,6.021
claude-3-7-sonnet-20250219,rm_global,task_2_2,claude-3-7-sonnet-20250219,9,4.444,1.509,4.0,3.0,7.0,0.503,3.458,5.43
claude-3-7-sonnet-20250219,rm_global,task_2_2,deepseek-reasoner,9,6.222,1.641,7.0,3.0,8.0,0.547,5.15,7.295
claude-3-7-sonnet-20250219,rm_global,task_2_2,o3-mini-2025-01-31,9,5.444,1.13,6.0,3.0,7.0,0.377,4.706,6.183
claude-3-7-sonnet-20250219,rm_global,task_3,claude-3-7-sonnet-20250219,9,4.667,0.866,5.0,3.0,6.0,0.289,4.101,5.232
claude-3-7-sonnet-20250219,rm_global,task_3,deepseek-reasoner,9,6.444,1.13,7.0,4.0,8.0,0.377,5.706,7.183
claude-3-7-sonnet-20250219,rm_global,task_3,o3-mini-2025-01-31,9,5.667,1.323,6.0,4.0,8.0,0.441,4.802,6.531
claude-3-7-sonnet-20250219,rm_global_local,task_1,claude-3-7-sonnet-20250219,9,5.0,1.658,5.0,3.0,7.0,0.553,3.917,6.083
claude-3-7-sonnet-20250219,rm_global_local,task_1,deepseek-reasoner,9,7.667,0.707,8.0,7.0,9.0,0.236,7.205,8.129
claude-3-7-sonnet-20250219,rm_global_local,task_1,o3-mini-2025-01-31,9,8.333,0.707,8.0,7.0,9.0,0.236,7.871,8.795
claude-3-7-sonnet-20250219,rm_global_local,task_2_1,claude-3-7-sonnet-20250219,9,3.778,1.302,3.0,3.0,6.0,0.434,2.927,4.628
claude-3-7-sonnet-20250219,rm_global_local,task_2_1,deepseek-reasoner,9,4.444,1.333,4.0,3.0,6.0,0.444,3.573,5.316
claude-3-7-sonnet-20250219,rm_global_local,task_2_1,o3-mini-2025-01-31,9,4.778,0.972,5.0,3.0,6.0,0.324,4.143,5.413
claude-3-7-sonnet-20250219,rm_global_local,task_2_2,claude-3-7-sonnet-20250219,9,4.444,1.509,4.0,3.0,7.0,0.503,3.458,5.43
claude-3-7-sonnet-20250219,rm_global_local,task_2_2,deepseek-reasoner,9,3.889,1.364,3.0,3.0,7.0,0.455,2.998,4.78
claude-3-7-sonnet-20250219,rm_global_local,task_2_2,o3-mini-2025-01-31,9,4.889,1.167,5.0,3.0,7.0,0.389,4.127,5.651
claude-3-7-sonnet-20250219,rm_global_local,task_3,claude-3-7-sonnet-20250219,9,4.444,1.424,4.0,3.0,7.0,0.475,3.514,5.375
claude-3-7-sonnet-20250219,rm_global_local,task_3,deepseek-reasoner,9,8.556,1.014,9.0,6.0,9.0,0.338,7.893,9.218
claude-3-7-sonnet-20250219,rm_global_local,task_3,o3-mini-2025-01-31,9,8.222,0.441,8.0,8.0,9.0,0.147,7.934,8.51
claude-3-7-sonnet-20250219,rm_np,task_1,claude-3-7-sonnet-20250219,9,7.111,0.601,7.0,6.0,8.0,0.2,6.719,7.504
claude-3-7-sonnet-20250219,rm_np,task_1,deepseek-reasoner,9,6.889,0.782,7.0,6.0,8.0,0.261,6.378,7.4
claude-3-7-sonnet-20250219,rm_np,task_1,o3-mini-2025-01-31,9,4.889,0.782,5.0,4.0,6.0,0.261,4.378,5.4
claude-3-7-sonnet-20250219,rm_np,task_2_1,claude-3-7-sonnet-20250219,9,5.778,1.394,6.0,4.0,7.0,0.465,4.867,6.689
